date_id,line_code,sku,defect_code,units_scrapped
2025-01-04,L4,SKU-400,D-04,1
2025-01-05,L1,SKU-100,D-01,1
2025-01-05,L1,SKU-200,D-01,2
2025-01-05,L1,SKU-300,D-02,1
2025-01-05,L1,SKU-400,D-01,1
2025-01-05,L1,SKU-400,D-03,1
2025-01-05,L2,SKU-100,D-03,2
2025-01-05,L2,SKU-200,D-01,1
2025-01-05,L2,SKU-200,D-03,1
2025-01-05,L2,SKU-300,D-01,1
2025-01-05,L2,SKU-300,D-04,1
2025-01-05,L2,SKU-400,D-04,1
2025-01-05,L3,SKU-100,D-01,2
2025-01-05,L3,SKU-200,D-01,1
2025-01-05,L3,SKU-300,D-02,1
2025-01-05,L3,SKU-300,D-03,1
2025-01-05,L3,SKU-400,D-04,1
2025-01-05,L3,SKU-400,D-05,1
2025-01-05,L4,SKU-100,D-01,1
2025-01-05,L4,SKU-100,D-02,1
2025-01-05,L4,SKU-200,D-03,1
2025-01-05,L4,SKU-300,D-03,1
2025-01-05,L4,SKU-400,D-04,1
2025-01-06,L1,SKU-100,D-01,1
2025-01-06,L1,SKU-100,D-04,1
2025-01-06,L1,SKU-200,D-01,1
2025-01-06,L1,SKU-200,D-02,1
2025-01-06,L1,SKU-200,D-03,1
2025-01-06,L1,SKU-200,D-04,1
2025-01-06,L1,SKU-300,D-03,2
2025-01-06,L1,SKU-400,D-01,2
2025-01-06,L2,SKU-100,D-01,1
2025-01-06,L2,SKU-100,D-02,1
2025-01-06,L2,SKU-200,D-04,2
2025-01-06,L2,SKU-300,D-01,1
2025-01-06,L2,SKU-300,D-02,1
2025-01-06,L2,SKU-400,D-02,1
2025-01-06,L2,SKU-400,D-04,1
2025-01-06,L3,SKU-100,D-03,1
2025-01-06,L3,SKU-100,D-05,1
2025-01-06,L3,SKU-200,D-02,2
2025-01-06,L3,SKU-200,D-03,1
2025-01-06,L3,SKU-300,D-01,1
2025-01-06,L3,SKU-300,D-02,1
2025-01-06,L3,SKU-300,D-04,1
2025-01-06,L3,SKU-400,D-05,2
2025-01-06,L4,SKU-100,D-03,1
2025-01-06,L4,SKU-200,D-01,1
2025-01-06,L4,SKU-300,D-02,1
2025-01-06,L4,SKU-300,D-05,1
2025-01-06,L4,SKU-400,D-01,1
2025-01-06,L4,SKU-400,D-02,1
2025-01-07,L1,SKU-100,D-02,1
2025-01-07,L1,SKU-100,D-05,1
2025-01-07,L1,SKU-200,D-02,1
2025-01-07,L1,SKU-200,D-04,1
2025-01-07,L1,SKU-300,D-02,1
2025-01-07,L1,SKU-300,D-04,1
2025-01-07,L1,SKU-400,D-01,1
2025-01-07,L1,SKU-400,D-02,1
2025-01-07,L2,SKU-100,D-01,2
2025-01-07,L2,SKU-200,D-01,1
2025-01-07,L2,SKU-200,D-02,1
2025-01-07,L2,SKU-300,D-01,1
2025-01-07,L2,SKU-300,D-04,1
2025-01-07,L2,SKU-400,D-01,1
2025-01-07,L2,SKU-400,D-04,1
2025-01-07,L3,SKU-100,D-01,1
2025-01-07,L3,SKU-100,D-04,1
2025-01-07,L3,SKU-200,D-02,1
2025-01-07,L3,SKU-200,D-04,1
2025-01-07,L3,SKU-300,D-01,2
2025-01-07,L3,SKU-300,D-02,1
2025-01-07,L3,SKU-400,D-01,1
2025-01-07,L3,SKU-400,D-03,1
2025-01-07,L4,SKU-100,D-02,1
2025-01-07,L4,SKU-200,D-04,1
2025-01-07,L4,SKU-200,D-05,1
2025-01-07,L4,SKU-300,D-01,2
2025-01-07,L4,SKU-400,D-01,1
2025-01-07,L4,SKU-400,D-04,1
2025-01-08,L1,SKU-100,D-04,2
2025-01-08,L1,SKU-200,D-01,1
2025-01-08,L1,SKU-200,D-02,1
2025-01-08,L1,SKU-300,D-01,1
2025-01-08,L1,SKU-300,D-03,1
2025-01-08,L1,SKU-400,D-02,2
2025-01-08,L2,SKU-100,D-03,1
2025-01-08,L2,SKU-100,D-04,1
2025-01-08,L2,SKU-200,D-01,1
2025-01-08,L2,SKU-200,D-04,1
2025-01-08,L2,SKU-300,D-03,1
2025-01-08,L2,SKU-300,D-05,1
2025-01-08,L2,SKU-400,D-01,1
2025-01-08,L2,SKU-400,D-02,1
2025-01-08,L3,SKU-100,D-04,2
2025-01-08,L3,SKU-200,D-02,1
2025-01-08,L3,SKU-200,D-05,1
2025-01-08,L3,SKU-300,D-03,1
2025-01-08,L3,SKU-300,D-04,1
2025-01-08,L3,SKU-400,D-02,1
2025-01-08,L3,SKU-400,D-03,1
2025-01-08,L4,SKU-100,D-02,2
2025-01-08,L4,SKU-200,D-01,1
2025-01-08,L4,SKU-300,D-01,1
2025-01-08,L4,SKU-300,D-05,1
2025-01-08,L4,SKU-400,D-01,2
2025-01-09,L1,SKU-100,D-01,1
2025-01-09,L1,SKU-100,D-02,1
2025-01-09,L1,SKU-200,D-02,1
2025-01-09,L1,SKU-200,D-05,1
2025-01-09,L1,SKU-300,D-03,1
2025-01-09,L1,SKU-300,D-05,1
2025-01-09,L1,SKU-400,D-01,1
2025-01-09,L1,SKU-400,D-02,2
2025-01-09,L2,SKU-100,D-02,1
2025-01-09,L2,SKU-100,D-03,1
2025-01-09,L2,SKU-200,D-01,1
2025-01-09,L2,SKU-200,D-03,1
2025-01-09,L2,SKU-300,D-01,1
2025-01-09,L2,SKU-300,D-04,1
2025-01-09,L2,SKU-400,D-01,1
2025-01-09,L2,SKU-400,D-04,1
2025-01-09,L3,SKU-100,D-02,1
2025-01-09,L3,SKU-100,D-03,1
2025-01-09,L3,SKU-200,D-01,1
2025-01-09,L3,SKU-200,D-02,1
2025-01-09,L3,SKU-300,D-01,1
2025-01-09,L3,SKU-300,D-04,1
2025-01-09,L3,SKU-400,D-01,1
2025-01-09,L3,SKU-400,D-02,1
2025-01-09,L4,SKU-100,D-03,1
2025-01-09,L4,SKU-200,D-02,1
2025-01-09,L4,SKU-200,D-04,1
2025-01-09,L4,SKU-300,D-01,1
2025-01-09,L4,SKU-300,D-04,3
2025-01-09,L4,SKU-400,D-01,1
2025-01-10,L1,SKU-100,D-01,1
2025-01-10,L1,SKU-100,D-02,1
2025-01-10,L1,SKU-200,D-01,1
2025-01-10,L1,SKU-200,D-02,1
2025-01-10,L1,SKU-300,D-03,2
2025-01-10,L1,SKU-400,D-01,2
2025-01-10,L2,SKU-100,D-02,1
2025-01-10,L2,SKU-100,D-05,1
2025-01-10,L2,SKU-200,D-01,1
2025-01-10,L2,SKU-200,D-02,2
2025-01-10,L2,SKU-200,D-03,1
2025-01-10,L2,SKU-300,D-03,2
2025-01-10,L2,SKU-400,D-02,1
2025-01-10,L2,SKU-400,D-04,1
2025-01-10,L3,SKU-100,D-01,1
2025-01-10,L3,SKU-100,D-02,1
2025-01-10,L3,SKU-200,D-01,1
2025-01-10,L3,SKU-200,D-03,1
2025-01-10,L3,SKU-300,D-01,1
2025-01-10,L3,SKU-300,D-02,1
2025-01-10,L3,SKU-400,D-01,1
2025-01-10,L3,SKU-400,D-02,1
2025-01-10,L4,SKU-100,D-05,1
2025-01-10,L4,SKU-200,D-02,1
2025-01-10,L4,SKU-200,D-03,1
2025-01-10,L4,SKU-300,D-02,1
2025-01-10,L4,SKU-300,D-04,1
2025-01-10,L4,SKU-400,D-01,2
2025-01-10,L4,SKU-400,D-02,1
2025-01-10,L4,SKU-400,D-04,1
2025-01-11,L1,SKU-100,D-01,1
2025-01-11,L1,SKU-200,D-01,2
2025-01-11,L1,SKU-300,D-01,2
2025-01-11,L1,SKU-400,D-01,1
2025-01-11,L2,SKU-100,D-05,1
2025-01-11,L2,SKU-200,D-01,1
2025-01-11,L2,SKU-200,D-04,1
2025-01-11,L2,SKU-300,D-03,2
2025-01-11,L2,SKU-400,D-03,1
2025-01-11,L2,SKU-400,D-04,1
2025-01-11,L3,SKU-100,D-01,1
2025-01-11,L3,SKU-100,D-03,1
2025-01-11,L3,SKU-200,D-02,2
2025-01-11,L3,SKU-300,D-01,1
2025-01-11,L3,SKU-300,D-04,1
2025-01-11,L3,SKU-400,D-01,2
2025-01-11,L4,SKU-100,D-01,1
2025-01-11,L4,SKU-100,D-02,1
2025-01-11,L4,SKU-200,D-02,1
2025-01-11,L4,SKU-200,D-05,1
2025-01-11,L4,SKU-300,D-01,1
2025-01-11,L4,SKU-400,D-02,1
2025-01-12,L1,SKU-100,D-01,1
2025-01-12,L1,SKU-200,D-01,2
2025-01-12,L1,SKU-300,D-01,1
2025-01-12,L1,SKU-400,D-01,1
2025-01-12,L2,SKU-100,D-01,1
2025-01-12,L2,SKU-100,D-04,1
2025-01-12,L2,SKU-200,D-02,1
2025-01-12,L2,SKU-200,D-05,1
2025-01-12,L2,SKU-300,D-01,1
2025-01-12,L2,SKU-400,D-02,1
2025-01-12,L2,SKU-400,D-03,1
2025-01-12,L3,SKU-100,D-03,1
2025-01-12,L3,SKU-200,D-01,1
2025-01-12,L3,SKU-200,D-03,1
2025-01-12,L3,SKU-300,D-02,2
2025-01-12,L3,SKU-400,D-01,1
2025-01-12,L3,SKU-400,D-02,1
2025-01-12,L4,SKU-100,D-04,1
2025-01-12,L4,SKU-200,D-04,1
2025-01-12,L4,SKU-300,D-03,1
2025-01-12,L4,SKU-400,D-01,1
2025-01-12,L4,SKU-400,D-02,1
2025-01-13,L1,SKU-100,D-03,1
2025-01-13,L1,SKU-200,D-02,1
2025-01-13,L1,SKU-200,D-03,1
2025-01-13,L1,SKU-300,D-01,1
2025-01-13,L1,SKU-300,D-02,1
2025-01-13,L1,SKU-400,D-01,1
2025-01-13,L1,SKU-400,D-05,1
2025-01-13,L2,SKU-100,D-02,1
2025-01-13,L2,SKU-100,D-05,1
2025-01-13,L2,SKU-200,D-01,1
2025-01-13,L2,SKU-200,D-04,1
2025-01-13,L2,SKU-300,D-03,1
2025-01-13,L2,SKU-300,D-04,1
2025-01-13,L2,SKU-400,D-02,1
2025-01-13,L2,SKU-400,D-04,1
2025-01-13,L3,SKU-100,D-04,2
2025-01-13,L3,SKU-200,D-01,1
2025-01-13,L3,SKU-200,D-05,1
2025-01-13,L3,SKU-300,D-01,1
2025-01-13,L3,SKU-300,D-04,1
2025-01-13,L3,SKU-400,D-02,1
2025-01-13,L3,SKU-400,D-04,1
2025-01-13,L4,SKU-100,D-02,1
2025-01-13,L4,SKU-100,D-03,1
2025-01-13,L4,SKU-200,D-05,1
2025-01-13,L4,SKU-300,D-02,1
2025-01-13,L4,SKU-300,D-04,1
2025-01-13,L4,SKU-400,D-01,1
2025-01-14,L1,SKU-100,D-03,1
2025-01-14,L1,SKU-100,D-04,1
2025-01-14,L1,SKU-200,D-01,1
2025-01-14,L1,SKU-200,D-04,1
2025-01-14,L1,SKU-300,D-01,1
2025-01-14,L1,SKU-300,D-02,2
2025-01-14,L1,SKU-300,D-04,1
2025-01-14,L1,SKU-400,D-04,1
2025-01-14,L1,SKU-400,D-05,1
2025-01-14,L2,SKU-100,D-01,1
2025-01-14,L2,SKU-100,D-02,1
2025-01-14,L2,SKU-200,D-01,2
2025-01-14,L2,SKU-300,D-01,1
2025-01-14,L2,SKU-300,D-02,1
2025-01-14,L2,SKU-400,D-01,1
2025-01-14,L2,SKU-400,D-02,1
2025-01-14,L3,SKU-100,D-01,1
2025-01-14,L3,SKU-100,D-03,1
2025-01-14,L3,SKU-200,D-01,1
2025-01-14,L3,SKU-200,D-02,1
2025-01-14,L3,SKU-300,D-02,1
2025-01-14,L3,SKU-300,D-03,1
2025-01-14,L3,SKU-300,D-05,1
2025-01-14,L3,SKU-400,D-01,1
2025-01-14,L3,SKU-400,D-05,1
2025-01-14,L4,SKU-100,D-01,1
2025-01-14,L4,SKU-100,D-02,1
2025-01-14,L4,SKU-200,D-03,1
2025-01-14,L4,SKU-300,D-02,1
2025-01-14,L4,SKU-300,D-05,1
2025-01-14,L4,SKU-400,D-03,1
2025-01-14,L4,SKU-400,D-04,1
2025-01-15,L1,SKU-100,D-01,1
2025-01-15,L1,SKU-100,D-04,1
2025-01-15,L1,SKU-200,D-02,2
2025-01-15,L1,SKU-300,D-04,1
2025-01-15,L1,SKU-300,D-05,1
2025-01-15,L1,SKU-400,D-02,1
2025-01-15,L1,SKU-400,D-03,1
2025-01-15,L2,SKU-100,D-01,2
2025-01-15,L2,SKU-200,D-01,1
2025-01-15,L2,SKU-200,D-02,1
2025-01-15,L2,SKU-300,D-01,1
2025-01-15,L2,SKU-300,D-03,1
2025-01-15,L2,SKU-400,D-02,1
2025-01-15,L2,SKU-400,D-03,1
2025-01-15,L3,SKU-100,D-01,1
2025-01-15,L3,SKU-100,D-02,1
2025-01-15,L3,SKU-200,D-03,1
2025-01-15,L3,SKU-200,D-04,1
2025-01-15,L3,SKU-300,D-03,1
2025-01-15,L3,SKU-300,D-05,1
2025-01-15,L3,SKU-400,D-01,1
2025-01-15,L3,SKU-400,D-04,1
2025-01-15,L4,SKU-100,D-04,1
2025-01-15,L4,SKU-200,D-01,1
2025-01-15,L4,SKU-200,D-02,1
2025-01-15,L4,SKU-300,D-01,1
2025-01-15,L4,SKU-300,D-04,1
2025-01-15,L4,SKU-400,D-02,1
2025-01-15,L4,SKU-400,D-05,1
2025-01-16,L1,SKU-100,D-01,1
2025-01-16,L1,SKU-100,D-04,1
2025-01-16,L1,SKU-200,D-01,1
2025-01-16,L1,SKU-200,D-05,1
2025-01-16,L1,SKU-300,D-01,1
2025-01-16,L1,SKU-300,D-04,1
2025-01-16,L1,SKU-400,D-02,1
2025-01-16,L1,SKU-400,D-05,1
2025-01-16,L2,SKU-100,D-01,1
2025-01-16,L2,SKU-100,D-03,1
2025-01-16,L2,SKU-200,D-01,2
2025-01-16,L2,SKU-300,D-01,1
2025-01-16,L2,SKU-300,D-02,1
2025-01-16,L2,SKU-400,D-02,1
2025-01-16,L2,SKU-400,D-04,1
2025-01-16,L3,SKU-100,D-01,1
2025-01-16,L3,SKU-100,D-03,1
2025-01-16,L3,SKU-200,D-01,1
2025-01-16,L3,SKU-200,D-03,1
2025-01-16,L3,SKU-200,D-04,1
2025-01-16,L3,SKU-300,D-02,2
2025-01-16,L3,SKU-400,D-01,1
2025-01-16,L3,SKU-400,D-03,1
2025-01-16,L3,SKU-400,D-04,1
2025-01-16,L4,SKU-100,D-05,1
2025-01-16,L4,SKU-200,D-02,2
2025-01-16,L4,SKU-300,D-01,1
2025-01-16,L4,SKU-300,D-02,1
2025-01-16,L4,SKU-300,D-03,1
2025-01-16,L4,SKU-400,D-01,1
2025-01-16,L4,SKU-400,D-02,1
2025-01-17,L1,SKU-100,D-01,2
2025-01-17,L1,SKU-200,D-01,2
2025-01-17,L1,SKU-300,D-02,1
2025-01-17,L1,SKU-300,D-04,1
2025-01-17,L1,SKU-400,D-01,1
2025-01-17,L1,SKU-400,D-04,1
2025-01-17,L2,SKU-100,D-02,1
2025-01-17,L2,SKU-100,D-03,1
2025-01-17,L2,SKU-200,D-02,1
2025-01-17,L2,SKU-200,D-03,1
2025-01-17,L2,SKU-300,D-01,1
2025-01-17,L2,SKU-300,D-02,1
2025-01-17,L2,SKU-400,D-01,1
2025-01-17,L2,SKU-400,D-02,1
2025-01-17,L3,SKU-100,D-03,1
2025-01-17,L3,SKU-100,D-04,1
2025-01-17,L3,SKU-200,D-03,2
2025-01-17,L3,SKU-300,D-01,2
2025-01-17,L3,SKU-400,D-01,1
2025-01-17,L3,SKU-400,D-03,1
2025-01-17,L4,SKU-100,D-01,1
2025-01-17,L4,SKU-200,D-01,1
2025-01-17,L4,SKU-200,D-04,1
2025-01-17,L4,SKU-300,D-02,1
2025-01-17,L4,SKU-300,D-04,1
2025-01-17,L4,SKU-400,D-03,1
2025-01-18,L1,SKU-100,D-01,1
2025-01-18,L1,SKU-100,D-05,1
2025-01-18,L1,SKU-200,D-02,2
2025-01-18,L1,SKU-300,D-01,1
2025-01-18,L1,SKU-300,D-03,1
2025-01-18,L1,SKU-400,D-01,2
2025-01-18,L2,SKU-100,D-04,1
2025-01-18,L2,SKU-100,D-05,1
2025-01-18,L2,SKU-200,D-03,1
2025-01-18,L2,SKU-200,D-04,1
2025-01-18,L2,SKU-300,D-02,2
2025-01-18,L2,SKU-400,D-01,1
2025-01-18,L2,SKU-400,D-04,1
2025-01-18,L3,SKU-100,D-02,1
2025-01-18,L3,SKU-100,D-03,1
2025-01-18,L3,SKU-200,D-02,1
2025-01-18,L3,SKU-200,D-04,1
2025-01-18,L3,SKU-300,D-02,1
2025-01-18,L3,SKU-300,D-03,1
2025-01-18,L3,SKU-400,D-01,2
2025-01-18,L4,SKU-100,D-04,1
2025-01-18,L4,SKU-200,D-04,1
2025-01-18,L4,SKU-200,D-05,1
2025-01-18,L4,SKU-300,D-01,1
2025-01-18,L4,SKU-400,D-04,1
2025-01-19,L1,SKU-100,D-01,1
2025-01-19,L1,SKU-100,D-05,1
2025-01-19,L1,SKU-200,D-01,1
2025-01-19,L1,SKU-200,D-04,1
2025-01-19,L1,SKU-300,D-01,1
2025-01-19,L1,SKU-400,D-03,1
2025-01-19,L2,SKU-100,D-01,2
2025-01-19,L2,SKU-200,D-01,1
2025-01-19,L2,SKU-200,D-03,1
2025-01-19,L2,SKU-300,D-02,1
2025-01-19,L2,SKU-300,D-04,1
2025-01-19,L2,SKU-400,D-02,1
2025-01-19,L2,SKU-400,D-05,1
2025-01-19,L3,SKU-100,D-01,1
2025-01-19,L3,SKU-100,D-03,1
2025-01-19,L3,SKU-200,D-04,2
2025-01-19,L3,SKU-300,D-01,2
2025-01-19,L3,SKU-400,D-01,1
2025-01-19,L3,SKU-400,D-03,1
2025-01-19,L4,SKU-100,D-02,1
2025-01-19,L4,SKU-200,D-01,1
2025-01-19,L4,SKU-200,D-02,1
2025-01-19,L4,SKU-300,D-02,1
2025-01-19,L4,SKU-300,D-05,1
2025-01-19,L4,SKU-400,D-01,1
2025-01-20,L1,SKU-100,D-03,1
2025-01-20,L1,SKU-100,D-04,1
2025-01-20,L1,SKU-200,D-03,1
2025-01-20,L1,SKU-200,D-04,1
2025-01-20,L1,SKU-300,D-04,1
2025-01-20,L1,SKU-300,D-05,1
2025-01-20,L1,SKU-400,D-01,1
2025-01-20,L1,SKU-400,D-02,1
2025-01-20,L2,SKU-100,D-01,1
2025-01-20,L2,SKU-100,D-04,1
2025-01-20,L2,SKU-200,D-01,1
2025-01-20,L2,SKU-200,D-04,1
2025-01-20,L2,SKU-300,D-01,1
2025-01-20,L2,SKU-300,D-02,1
2025-01-20,L2,SKU-400,D-02,1
2025-01-20,L2,SKU-400,D-04,1
2025-01-20,L3,SKU-100,D-02,1
2025-01-20,L3,SKU-100,D-03,1
2025-01-20,L3,SKU-200,D-01,1
2025-01-20,L3,SKU-200,D-03,1
2025-01-20,L3,SKU-300,D-01,1
2025-01-20,L3,SKU-300,D-02,1
2025-01-20,L3,SKU-400,D-01,1
2025-01-20,L3,SKU-400,D-02,1
2025-01-20,L4,SKU-100,D-02,1
2025-01-20,L4,SKU-200,D-01,1
2025-01-20,L4,SKU-200,D-03,1
2025-01-20,L4,SKU-300,D-01,1
2025-01-20,L4,SKU-300,D-03,1
2025-01-20,L4,SKU-400,D-01,1
2025-01-20,L4,SKU-400,D-04,1
2025-01-21,L1,SKU-100,D-02,1
2025-01-21,L1,SKU-100,D-03,1
2025-01-21,L1,SKU-200,D-01,1
2025-01-21,L1,SKU-200,D-04,1
2025-01-21,L1,SKU-300,D-01,1
2025-01-21,L1,SKU-300,D-05,1
2025-01-21,L1,SKU-400,D-03,1
2025-01-21,L1,SKU-400,D-04,1
2025-01-21,L2,SKU-100,D-01,1
2025-01-21,L2,SKU-100,D-03,1
2025-01-21,L2,SKU-200,D-03,1
2025-01-21,L2,SKU-200,D-04,1
2025-01-21,L2,SKU-300,D-02,1
2025-01-21,L2,SKU-300,D-04,1
2025-01-21,L2,SKU-400,D-01,1
2025-01-21,L2,SKU-400,D-03,1
2025-01-21,L3,SKU-100,D-01,2
2025-01-21,L3,SKU-200,D-01,1
2025-01-21,L3,SKU-200,D-03,1
2025-01-21,L3,SKU-300,D-01,1
2025-01-21,L3,SKU-300,D-02,1
2025-01-21,L3,SKU-400,D-02,1
2025-01-21,L3,SKU-400,D-05,1
2025-01-21,L4,SKU-100,D-04,1
2025-01-21,L4,SKU-100,D-05,1
2025-01-21,L4,SKU-200,D-01,1
2025-01-21,L4,SKU-200,D-03,1
2025-01-21,L4,SKU-300,D-01,1
2025-01-21,L4,SKU-300,D-03,1
2025-01-21,L4,SKU-400,D-03,1
2025-01-21,L4,SKU-400,D-04,1
2025-01-22,L1,SKU-100,D-01,1
2025-01-22,L1,SKU-100,D-02,1
2025-01-22,L1,SKU-200,D-02,1
2025-01-22,L1,SKU-200,D-05,1
2025-01-22,L1,SKU-300,D-03,1
2025-01-22,L1,SKU-300,D-04,1
2025-01-22,L1,SKU-400,D-02,2
2025-01-22,L2,SKU-100,D-04,2
2025-01-22,L2,SKU-200,D-01,1
2025-01-22,L2,SKU-200,D-04,1
2025-01-22,L2,SKU-300,D-01,2
2025-01-22,L2,SKU-400,D-01,1
2025-01-22,L2,SKU-400,D-02,1
2025-01-22,L3,SKU-100,D-03,2
2025-01-22,L3,SKU-200,D-01,1
2025-01-22,L3,SKU-200,D-02,1
2025-01-22,L3,SKU-200,D-03,1
2025-01-22,L3,SKU-300,D-01,1
2025-01-22,L3,SKU-300,D-02,1
2025-01-22,L3,SKU-300,D-05,1
2025-01-22,L3,SKU-400,D-02,2
2025-01-22,L3,SKU-400,D-04,2
2025-01-22,L4,SKU-100,D-01,1
2025-01-22,L4,SKU-100,D-02,1
2025-01-22,L4,SKU-200,D-03,1
2025-01-22,L4,SKU-300,D-01,2
2025-01-22,L4,SKU-400,D-02,1
2025-01-23,L1,SKU-100,D-01,1
2025-01-23,L1,SKU-100,D-03,1
2025-01-23,L1,SKU-200,D-01,1
2025-01-23,L1,SKU-200,D-02,1
2025-01-23,L1,SKU-300,D-01,1
2025-01-23,L1,SKU-300,D-02,1
2025-01-23,L1,SKU-400,D-03,2
2025-01-23,L2,SKU-100,D-01,1
2025-01-23,L2,SKU-100,D-05,1
2025-01-23,L2,SKU-200,D-01,1
2025-01-23,L2,SKU-200,D-03,1
2025-01-23,L2,SKU-300,D-01,2
2025-01-23,L2,SKU-400,D-04,1
2025-01-23,L2,SKU-400,D-05,1
2025-01-23,L3,SKU-100,D-02,1
2025-01-23,L3,SKU-100,D-04,1
2025-01-23,L3,SKU-200,D-01,1
2025-01-23,L3,SKU-200,D-02,1
2025-01-23,L3,SKU-300,D-01,1
2025-01-23,L3,SKU-300,D-04,1
2025-01-23,L3,SKU-300,D-05,1
2025-01-23,L3,SKU-400,D-01,2
2025-01-23,L4,SKU-100,D-01,1
2025-01-23,L4,SKU-100,D-02,1
2025-01-23,L4,SKU-200,D-01,1
2025-01-23,L4,SKU-200,D-03,1
2025-01-23,L4,SKU-300,D-01,1
2025-01-23,L4,SKU-300,D-02,1
2025-01-23,L4,SKU-400,D-01,1
2025-01-24,L1,SKU-100,D-01,1
2025-01-24,L1,SKU-100,D-04,1
